categorie,designation,unite,prix_bas,prix_moyen,prix_haut,source,notes,groupe_variante,est_defaut
Diagnostiqueur,Diagnostic plomb (CREP) appartement type studio,u,100,100,100,DIAGOME_26DE0300 2026,Devis reel,,0
Diagnostiqueur,Mesurage loi Carrez appartement type studio,u,66.67,66.67,66.67,DIAGOME_26DE0300 2026,Devis reel,,0
Diagnostiqueur,Realisation DTG copropriete (4 lots avant 1949),forfait,1000,1000,1000,DIAGOME_26DE0300 2026,Devis reel,,0
Geometre,Prime fixe ouverture de dossier mission fonciere,forfait,131,131,131,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Archivage gestion signature electronique et transmission Geofoncier,forfait,95,95,95,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Deplacement forfaitaire sur site geometre,forfait,63,63,63,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Reprise et modification plans copropriete projet existants,forfait,300,300,300,SITA_CONSEIL D25122624 2025,Devis reel,,0
Geometre,Adaptation etat descriptif de division et reglement copropriete projet,forfait,300,300,300,SITA_CONSEIL D25122624 2025,Devis reel,,0
Geometre,Etablissement du releve au 1/100 (au m2),m2,1.6,1.6,1.6,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Montage du plan de copropriete par piece,u,55,55,55,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Modificatif etat descriptif de division (moins de 6 lots),u,130,130,130,SITA_CONSEIL D25122624 2025,Devis reel,,0
Geometre,Modificatif reglement de copropriete (moins de 6 lots),u,130,130,130,SITA_CONSEIL D25122624 2025,Devis reel,,0
Geometre,Certificat loi Carrez,forfait,30,110,195,SITA_CONSEIL_LGER 2025-2026,Devis reel fourchette selon prestataire,,0
Geometre,Fourniture DMPC et gestion plateforme E-DA,u,16,16,16,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Recherche cadastrale de riverain,u,14,14,14,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Convocation de riverain,u,7,7,7,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Recherche des limites avec titres de propriete (premiere limite),u,100,100,100,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Recherche des limites avec titres de propriete (limite supplementaire),u,50,50,50,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Redaction proces-verbal de bornage et signature riverains,forfait,200,200,200,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Redaction proces-verbal de delimitation avec domaine public,forfait,118,118,118,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Mise en place limite de division,u,89,89,89,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Modification parcellaire cadastral (DMPC),forfait,120,131,142,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Releve des sommets des limites ou bornes par sommet,u,19,19,19,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Report et calcul de surface,forfait,74,74,74,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Etablissement du plan au 1/250 hors nivellement,forfait,179,179,179,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Rattachement systeme planimetrique national Lambert,forfait,74,74,74,SITA_CONSEIL 2025-2026,Devis reel,,0
Geometre,Etablissement du plan de situation (urbanisme),forfait,35,35,35,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Etablissement du plan figuratif du parcellaire,forfait,40,40,40,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Etablissement declaration prealable urbanisme,forfait,175,175,175,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Fourniture panneau affichage obligatoire declaration prealable,forfait,63,63,63,SITA_CONSEIL 250638 2025,Devis reel,,0
Geometre,Etablissement etat descriptif de division (lots principaux),u,85,85,85,SITA_CONSEIL D26033139 2026,Devis reel,,0
Geometre,Etablissement etat descriptif de division (lots secondaires),u,58,58,58,SITA_CONSEIL D26033139 2026,Devis reel,,0
Geometre,Etablissement reglement de copropriete (lots principaux),u,85,85,85,SITA_CONSEIL D26033139 2026,Devis reel,,0
Geometre,Etablissement reglement de copropriete (lots secondaires),u,37,37,37,SITA_CONSEIL D26033139 2026,Devis reel,,0
Geometre,Recherche et convocation de riverain (forfait combine),u,11,11,11,SITA_CONSEIL D26033144 2026,Devis reel,,0
Geometre,Materialisation et/ou reconnaissance de limites de division,u,89,89,89,SITA_CONSEIL D26033144 2026,Devis reel,,0
Geometre,N° cadastral supplementaire (au dela de 2 numeros),u,26,26,26,SITA_CONSEIL D26033144 2026,Devis reel,,0
Geometre,Etablissement plan de bornage et division avec servitudes,forfait,175,175,175,SITA_CONSEIL D26033144 2026,Devis reel,,0
Geometre,Etablissement etat descriptif de division (moins de 6 lots),u,130,130,130,SITA_CONSEIL D26063536 2026,Devis reel,,0
Geometre,Etablissement reglement de copropriete (moins de 6 lots),u,130,130,130,SITA_CONSEIL D26063536 2026,Devis reel,,0
Geometre,Releve copropriete et calcul millièmes mission complete 7 lots,forfait,3740,3740,3740,SYNERGEO D26053899 2026,Devis reel,,0
Geometre,Attestation Carrez (mise en copropriete),u,30,30,30,LGER DEV-26137 2026,Devis reel,,0
Geometre,Topographie et etablissement plan masse,forfait,450,450,450,LGER DEV-26137 2026,Devis reel,,0
Geometre,Releve d'interieur scanner 3D et plans de copropriete (~380m2),forfait,1300,1300,1300,LGER DEV-26137 2026,Devis reel,,0
Geometre,Definition tantiemes et redaction EDD/RCP mise en copropriete,forfait,650,650,650,LGER DEV-26137 2026,Devis reel,,0
Huissier,Constat etat des lieux avant travaux,forfait,360.00,460.00,552.00,Huis-Alliance divers devis 2025-2026,Devis reel plusieurs devis fusionnes,,0
Huissier,Constat etat des lieux apres travaux,forfait,360.00,460.00,552.00,Huis-Alliance divers devis 2025-2026,Devis reel,,0
Huissier,Constat etat des lieux avant travaux grand hangar,forfait,1338.00,1338.00,1338.00,ACT_ATLANTIQUE 2026,Devis reel Andilly gros volume,,0
Huissier,Constat etat des lieux apres travaux grand hangar,forfait,1818.00,1818.00,1818.00,ACT_ATLANTIQUE 2026,Devis reel Andilly gros volume,,0
Huissier,Constat d'affichage permis de construire (3 passages sur 2 mois),forfait,324.00,427.20,558.00,Huis-Alliance ACT_ATLANTIQUE 2025-2026,Devis reel plusieurs devis fusionnes (TTC),,0
Eau,Droit de prise pour compteur diametre 15mm,u,147.90,147.90,147.90,SERVICE EAUX VIVIER Niortagglo 0021 2026,Devis reel,,0
Eau,Frais forfaitaires etudes et dossier,forfait,53.70,53.70,53.70,SERVICE EAUX VIVIER Niortagglo 0021 2026,Devis reel,,0
Syndic,Honoraires forfaitaires annuels de gestion copropriete,annee,800.00,1480.00,2160.00,CITYA_ARTHURIMMO 27rueArsenal 2025-2026,Devis reel,,0
Syndic,Etablissement de l'etat date (mutation),u,380.00,380.00,380.00,CITYA_ARTHURIMMO 27rueArsenal 2025-2026,Devis reel,,0
Syndic,Immatriculation initiale du syndicat (2 a 20 lots),forfait,360.00,390.00,420.00,CITYA_ARTHURIMMO 27rueArsenal 2025-2026,Devis reel,,0
Syndic,Mise en demeure d'un tiers par LRAR,u,36.00,40.80,45.60,CITYA_ARTHURIMMO 27rueArsenal 2025-2026,Devis reel,,0
Syndic,Constitution dossier transmis avocat/huissier/assureur,u,300.00,320.00,340.00,CITYA_ARTHURIMMO 27rueArsenal 2025-2026,Devis reel,,0
Architecture,Honoraires mission etudes architecte faisabilite+esquisse+depot PC (~600m2),forfait,11606.40,11606.40,11606.40,FANUM_ARCHITECTURE 2611_NOU 2026,Devis reel Andilly,,0
Architecture,Releve etat des lieux batiment (plans coupes facades),forfait,696.00,1548.00,2400.00,ATELIER_DESSIN_BATIMENT_17 2026,Devis reel,,0
Architecture,Dossier permis de construire changement de destination,forfait,1632.00,3576.00,5520.00,ATELIER_DESSIN_BATIMENT_17 2026,Devis reel,,0
Electricite,Refection 3 TGBT aux normes + protections differentielles,forfait,2500,2500,2500,SFTJ 130226 2026,Devis reel Orliaguet Aytre,,0
Electricite,Passage et mise a la terre ensemble installation,forfait,2500,2500,2500,SFTJ 130226 2026,Devis reel,,0
Electricite,Lot 6 prises courant 16A,forfait,270,270,270,SFTJ 130226 2026,Devis reel veranda,,0
Electricite,Eclairage sur telerupteur 3 boutons,u,110,110,110,SFTJ 130226 2026,Devis reel,,0
Electricite,Lot 10 prises courant 16A,forfait,450,450,450,SFTJ 130226 2026,Devis reel cuisine,,0
Electricite,Lot 3 prises courant 20A,forfait,150,150,150,SFTJ 130226 2026,Devis reel cuisine,,0
Electricite,Plaque cuisson 32A raccordement,u,65,65,65,SFTJ 130226 2026,Devis reel,,0
Electricite,Alimentation electrique ballon eau chaude,u,65,65,65,SFTJ 130226 2026,Devis reel,,0
Plomberie,Evacuation douche baignoire double vasque,forfait,100,100,100,SFTJ 130226 2026,Devis reel SDB,,0
Plomberie,Alimentation EC/EF douche baignoire vasque,forfait,120,120,120,SFTJ 130226 2026,Devis reel,,0
Plomberie,Siphon avaloir SA,u,45,45,45,SFTJ 130226 2026,Devis reel,,0
Plomberie,Alimentation EF WC + lave-main,u,80,80,80,SFTJ 130226 2026,Devis reel,,0
Plomberie,Evacuation lave-main,u,40,40,40,SFTJ 130226 2026,Devis reel,,0
Plomberie,Evacuation + alimentation EF lave-main,u,70,70,70,SFTJ 130226 2026,Devis reel,,0
Plomberie,Alimentation EC/EF douche vasque,u,210,210,210,SFTJ 130226 2026,Devis reel,,0
Plomberie,Evacuation ballon douche vasque,u,100,100,100,SFTJ 130226 2026,Devis reel,,0
Plomberie,Collecteur EC/EF,u,180,190,190,SFTJ 130226 2026,Devis reel,,0
Plomberie,Alimentation EC/EF vasque douche WC,u,100,100,100,SFTJ 130226 2026,Devis reel,,0
Plomberie,Evacuation vasque + douche,u,80,80,80,SFTJ 130226 2026,Devis reel,,0
Plomberie,Evacuation ballon eau chaude,u,50,50,50,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose double vasque + robinetterie,u,850,850,850,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose baignoire 170x75 + robinetterie,u,500,500,500,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose cabine douche complete quart de rond 90cm,u,1100,1100,1100,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose seche-serviette + alimentation,u,290,290,290,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose pack WC complet a poser,u,280,280,280,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose lave-main,u,180,180,180,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose ballon eau chaude extra plat MALICIO 80L + groupe securite,u,800,800,800,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose simple vasque + robinetterie,u,450,450,450,SFTJ 130226 2026,Devis reel,,0
Sanitaire,Fourniture pose parois de douche completes,u,200,200,200,SFTJ 130226 2026,Devis reel,,0
Plomberie,Tranchee sol beton passage vidange et arrivee eau,forfait,880,880,880,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel Aytre mise en copropriete,,0
Plomberie,Rebouchage tranchee,forfait,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Plomberie,Passage tube eau PER + vidange WC vasque douche,forfait,440,440,440,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Plomberie,Passage tube EC EF PER en chaufferie,forfait,440,440,440,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Pose petit support Geberit,u,220,250,280,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel main oeuvre,,0
Sanitaire,Pose WC suspendu,u,55,55,55,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Pose colonne de douche,u,55,55,55,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Pose meuble vasque + raccordement,u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Pose bac a douche,u,165,165,165,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Pose paroi de douche (main oeuvre),u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel fourniture paroi non chiffree,,0
Sanitaire,Cuvette WC suspendu Sava Aquance fourniture,u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Plaque de commande Sigma 01 Geberit fourniture,u,150,150,150,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Petit support Geberit fourniture,u,800,800,800,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Meuble vasque Ulysse 2 tiroirs 120cm Porcher blanc fourniture,u,1500,1500,1500,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Robinet vasque 580 Coolstart Hansgrohe fourniture,u,350,350,350,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Robinet douche Ecosmart Hansgrohe fourniture,u,850,850,850,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Bac a douche Ideal Standard 200x90 fourniture,u,1350,1350,1350,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Miroir LED anti-buee 120cm Aquance fourniture,u,450,450,450,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Plomberie,Depose WC existant,u,55,55,55,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Chauffage,Depose radiateur + tuyauterie,u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Demolition,Depose salle d'eau et WC,forfait,330,330,330,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Plomberie,Depose chauffe-eau + vidange,u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Plomberie,Pose chauffe-eau + raccordement,u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Chauffage,Pose radiateur seche-serviette + modification reseaux,u,220,220,220,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Chauffage,Seche-serviette standard 1062W Aquance fourniture,u,400,400,400,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Chauffage,Chauffe-eau extra-plat Atlantic 80L fourniture,u,1300,1300,1300,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Meuble vasque Cast 2 tiroirs 80cm blanc brillant Aquance fourniture,u,700,700,700,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Bac a douche Beta ultra-plat 120x80 fourniture,u,650,650,650,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Sanitaire,Bac a douche Beta ultra-plat rectangulaire 140x80 fourniture,u,750,750,750,RS_CONFORT_SANITAIRE LeJaures 2026,Devis reel,,0
Electricite,Tableau electrique prequipe Gamma 3 rangees GTL,u,1767.61,1767.61,1767.61,LP_ELEC_EI DEV-202606-00492 2026,Devis reel grand loft,,0
Electricite,Mise a la terre + verification resistance,u,381.30,381.30,381.30,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Coffret communication Gamma+ 4xRJ45 Grade2TV,u,508.77,508.77,508.77,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Gaine technique logement HAGER 13M,u,187.80,187.80,187.80,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Va-et-vient commandant spot encastre INDIGO,u,212.00,212.00,212.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Point lumineux supplementaire spot,u,75.00,75.00,75.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Prise 2P+T affleurante ESSENSYA,u,79.00,79.00,79.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Prise RJ45 cable CAT6,u,93.00,93.00,93.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Alimentation volet roulant,u,72.00,72.00,72.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Simple allumage commandant spot encastre INDIGO,u,183.00,183.00,183.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Ligne directe plaque 32A 6mm,u,174.00,174.00,174.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Ligne directe lave-vaisselle 2.5mm,u,79.00,79.00,79.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Prise tv coaxial,u,77.00,77.00,77.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Chauffage,Alimentation radiateur electrique (fourniture pose),u,139.00,139.00,139.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Chauffage,Radiateur chaleur douce Thermor Tenerife 1000W,u,308.07,308.07,308.07,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Alimentation miroir 1.5mm,u,72.00,72.00,72.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Chauffage,Radiateur seche-serviettes connecte Riva 500-550W blanc brillant,u,319.20,319.20,319.20,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Electricite,Divers petites fournitures electriques,forfait,250,375,500,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Ventilation,Kit VMC Hygro B standard logement,u,415.00,415.00,415.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Domotique,Somfy kit alimentation solaire portail RTS Solarset,u,730.24,730.24,730.24,LP_ELEC_EI DEV-202606-00492 2026,Devis reel motorisation portail,,0
Domotique,Somfy pack confort moteur Elixo 3S+ M io,u,945.49,945.49,945.49,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Serrurerie,Installation motorisation portail + reglage main oeuvre,forfait,450.00,450.00,450.00,LP_ELEC_EI DEV-202606-00492 2026,Devis reel,,0
Chauffage,Seche-serviettes riva 750W blanc satin THERMOR,u,424.00,424.00,425.43,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Electricite,Telerupteur + bouton poussoir commandant DCL,u,460.30,460.30,460.30,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Electricite,Alimentation BEC 3G2.5mm2,u,154.00,154.00,154.00,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Electricite,Simple allumage commandant applique DCL,u,158.00,158.00,158.00,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Electricite,Ligne directe machine a laver 2.5mm,u,154.00,154.00,154.00,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Electricite,Boite pavillonnaire raccordement,u,21.08,21.08,21.08,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Chauffage,Radiateur chaleur douce Thermor Tenerife 2000W,u,451.30,451.30,451.30,LP_ELEC_EI DEV-202606-00499 2026,Devis reel,,0
Paysagiste,Taille et remise en forme arbre et arbuste,forfait,280,280,280,TEXIER_CLEMENT devis24 2026,Devis reel St Remy,,0
Paysagiste,Debroussaillage massifs allee gravier et terrain,forfait,410,410,410,TEXIER_CLEMENT devis24 2026,Devis reel,,0
Paysagiste,Desherbant chimique graviers,forfait,150,150,150,TEXIER_CLEMENT devis24 2026,Devis reel,,0
Recyclage,Echange/retrait 3 bennes 30m3 DIB,forfait,390,390,390,LOCA RECUPER St Gelais 09-04-2026,Devis reel,,0
Dechets,Mise en place benne 30m3 (1 mois),forfait,96,96,96,ROUVREAU RECYCLAGE 2026,Devis reel,,0
Dechets,Rotation/retrait benne (par mouvement),u,80,80,80,ROUVREAU RECYCLAGE 2026,Devis reel,,0
Dechets,Traitement DIB,tonne,220,220,220,ROUVREAU RECYCLAGE 2026,Devis reel,,0
Dechets,Main d'oeuvre chantier (par personne/jour),u,250,250,250,LOCA RECUPER St Gelais 09-04-2026,Devis reel,,0
Peinture,Peinture rafraichissement murs+plafonds 2 couches,m2,18,28,40,Travaux.com / Ootravaux.fr 2025,Estimation marche TTC fourniture+pose 2 couches renovation courante,,0
Revetements,Sol stratifie ou PVC pose,m2,25,40,55,Travaux.com / MesDepanneurs.fr 2025,Estimation marche TTC fourniture+pose gamme courante stratifie/PVC clipsable,,0
Revetements,Parquet contrecolle pose,m2,45,75,120,Hemea.com / Monsieur Peinture 2025,Estimation marche TTC fourniture+pose gamme courante contrecolle,,0
Revetements,Plinthes (fourniture+pose),ml,10,17,25,Travaux.com / MesDepanneurs.fr 2025,Estimation marche TTC fourniture+pose PVC/MDF/bois gamme courante,,0
Maconnerie,Chape beton / ragreage de sol,m2,15,25,35,Travaux.com / Habitatpresto.com 2025,Estimation marche TTC ragreage autolissant pose comprise,,0
Plaquiste,Cloison de distribution placo (rails+montants 48 double BA13 laine 45mm) fourniture+pose,m2,45,60,80,Travaux.com / Architecteo.fr 2025,Estimation marche TTC fourniture+pose cloison double parement isolee,,0
Plaquiste,Joints / finition plaque de platre (hors poncage),m2,6,9,13,Prix-pose.com / Habitatpresto.com 2025,Estimation marche pose bande a joint et enduit finition sans poncage,,0
Isolation,Doublage isolation interieure (placo + laine mur peripherique),m2,45,60,85,Travaux.com / LaMaisonSaintGobain.fr 2025,Estimation marche TTC fourniture+pose doublage sur ossature avec laine minerale,,0
Carrelage,Carrelage sol pose fourniture+pose,m2,50,80,120,LaMaisonSaintGobain.fr / Habitatpresto.com 2025,Estimation marche TTC fourniture+pose carrelage interieur gres cerame gamme courante,,0
Carrelage,Faience murale salle de bain posee,m2,45,80,120,Prix-pose.com / Renovationettravaux.fr 2025,Estimation marche TTC fourniture+pose faience murale gamme courante,,0
Facade,Peinture facade,m2,20,32,50,Travaux.com / DSDrenov.fr 2025,Estimation marche fourniture+pose nettoyage prep support et 2 couches,,0
Peinture,Peinture cage d'escalier (parties communes),m2,20,30,45,Acompli.fr / Bailfacile.fr 2025,Estimation marche TTC selon etat support et acces,,0
Peinture,Rafraichissement complet hall + cage d'escalier par etage (peinture+sol+eclairage),forfait,3500,5500,8000,Renov-logement.com 2025,Estimation marche TTC forfait par etage,,0
Peinture,Renovation parties communes standard (sol+peinture),m2,130,250,400,Baticopro.com 2025,Estimation marche TTC remplacement revetement sol courant + peinture murs,,0
Peinture,Renovation parties communes standing (revetements nobles),m2,300,450,600,Extrapolation Baticopro.com/Brokkr.fr 2025,Estimation marche - source indirecte (extrapolee depuis renovation lourde incluant gros oeuvre) - a recaler avec un devis reel des que possible,,0
Electricite,Point lumineux va-et-vient ou telerupteur,u,110,180,280,Travaux.com / MesDepanneurs.fr,Estimation marche TTC fourniture+pose 2 points de commande,,0
Electricite,Prise de courant 2P+T standard,u,50,90,150,Travaux.com / Ootravaux,Estimation marche TTC fourniture+pose creation ou remplacement prise standard,,0
Electricite,Prise TV coaxiale,u,60,100,160,Ootravaux / Travaux.com,Estimation marche TTC. Base sur prix prise electrique standard + surcout cablage coaxial,,0
Electricite,Prise RJ45 / informatique blindee,u,70,120,180,Ootravaux / Travaux.com,Estimation marche TTC. Cable blinde categorie 6 + pose,,0
Electricite,Alimentation volet roulant electrique,u,120,220,350,Ootravaux / Travaux.com,Estimation marche TTC. Ligne dediee + raccordement moteur volet roulant,,0
Electricite,Ligne dediee electromenager (plaque four LV LL),u,90,150,230,Travaux.com / Ootravaux,Estimation marche TTC par ligne dediee (16A ou 32A selon appareil),,0
Electricite,Generalites electriques appartement / T2-T3 (tableau+communication+cablage+VMC+saignees),forfait,5000,8000,12000,Habitatpresto / izi-by-edf.fr,Estimation marche TTC. Base sur devis T2 46m2 et fourchette T3,,0
Electricite,Generalites electriques maison plus de 100m2 (tableau+communication+cablage+VMC+saignees),forfait,10000,18000,25000,izi-by-edf.fr / prix-pose.com,Estimation marche TTC. Base sur 100-200EUR TTC/m2 en renovation complete,,0
Electricite,Tableau electrique seul fourniture+pose prequipe,u,500,850,1200,izi-by-edf.fr / arti-elec.com,Estimation marche TTC. Tableau neuf pose comprise,,0
Electricite,Mise a la terre fourniture+pose+verification,forfait,300,600,1000,Ootravaux / CAPEB (estimation generale electricite),Estimation marche TTC. Piquet de terre + liaison equipotentielle + controle Consuel - source indirecte,,0
Electricite,Saignees murs pour distribution electrique (forfait par logement),forfait,400,900,1500,Travaux.com / maisonentravaux.fr,Estimation marche TTC. Forfait ouverture/rebouchage saignees pour un logement type - source indirecte,,0
Electricite,Raccordement / branchement electrique ENEDIS individuel (compteur neuf),u,400,900,1500,Enedis.fr / fournisseurs-electricite.com,Estimation marche TTC. Raccordement standard + Consuel + mise en service,,0
Electricite,Etude bureau d'etudes electricite pour raccordement ENEDIS collectif (immeuble / division),forfait,1500,3500,6000,CAPEB (estimation generale bureau d'etudes electricite),Estimation marche TTC - source indirecte tres variable selon nombre de logements,,0
Chauffage,Radiateur electrique chaleur douce fourniture+pose+alimentation,u,300,550,900,Ootravaux / Quelle Energie,Estimation marche TTC. Radiateur milieu de gamme chaleur douce + pose et raccordement,,0
Chauffage,Seche-serviettes electrique connecte fourniture+pose+alimentation,u,350,650,1100,Ootravaux / Quelle Energie,Estimation marche TTC. Modele connecte + fourniture,,0
Chauffage,"Chauffage electrique radiateurs individuels (forfait par logement, base T2/T3)",forfait,1500,2800,4500,Ootravaux / Quelle Energie,Estimation marche TTC. Forfait 4-6 radiateurs chaleur douce poses pour un T2/T3,chauffage_generation,1
Chauffage,Chaudiere gaz condensation fourniture+pose,forfait,2500,4500,7000,Travaux.com / Selectra,Estimation marche TTC. Pose comprise TVA 20% depuis mars 2025,chauffage_generation,0
Chauffage,Pompe a chaleur air/eau fourniture+pose,forfait,8000,12000,20000,Selectra / Carrefour Energies,"Estimation marche TTC. PAC air/eau maison, pose RGE TVA 5.5% possible",chauffage_generation,0
Ventilation,VMC hygroreglable kit complet fourniture+pose,u,1500,3000,4500,Prix-pose.com / MesDepanneurs.fr,Estimation marche TTC. VMC simple flux hygroreglable kit complet pose comprise,,0
Ventilation,VMC double flux standard fourniture+pose (rendement 60-75%),u,3000,5500,8000,Effy.fr / MesDepanneurs.fr,Estimation marche TTC. VMC double flux standard installation et materiel compris,,0
Ventilation,VMC double flux haute performance fourniture+pose (rendement 85-95%),u,4500,7000,10000,Effy.fr / travaux.obat.fr,"Estimation marche TTC. Haut de gamme, meilleur rendement d'echangeur",,0
Ventilation,VMC double flux thermodynamique fourniture+pose,u,7000,11000,16000,rcrf.fr / travaux.com,Estimation marche TTC. VMC double flux couplee a une PAC,,0
Ventilation,Raccordement VMC collective par logement,u,300,600,1000,Ootravaux / CAPEB (estimation generale ventilation),Estimation marche TTC. Raccordement gaine + bouche par logement sur reseau collectif - source indirecte,,0
Energies,Climatisation reversible - unite interieure fourniture+pose,u,1700,3000,4500,Travaux.com / Prix-pose.com,Estimation marche TTC. Monosplit pose comprise,,0
Plomberie,Alimentation / evacuation EC-EF (par point ponctuel),u,150,300,500,Ootravaux / CAPEB (estimation generale plomberie),"Estimation marche TTC. Point d'eau chaude/froide + evacuation, hors appareil sanitaire - source indirecte",,0
Sanitaire,Ballon eau chaude extra-plat 80L + groupe securite pose,u,600,950,1400,Leroy Merlin / meilleur-artisan.com,Estimation marche TTC. Ballon extra-plat 80L electrique + groupe de securite + pose,,0
Eau,Droit de prise / branchement compteur eau (diametre 15mm),u,600,900,1500,toutsurmoneau.fr / prix-pose.com,Estimation marche TTC. Tres variable selon regie/commune et distance de raccordement,,0
Domotique,Pose interphone / portier video (pose seule hors materiel),u,150,300,600,Travaux.com / lartisan-conseil.fr,Estimation marche TTC. Main d'oeuvre seule,,0
